Product Name,Purchase Order Date,Purchase Order Number,Purchase Quantity
Stiiizy - Strawnana 40's Mini Infused Preroll 5pk 2.5g,2025-03-21 13:40:13,PO-0001455,500
Stiiizy - Strawnana 40's Mini Infused Preroll 5pk 2.5g,2025-01-16 12:02:55,PO-0001226,40
Stiiizy - Strawnana 40's Mini Infused Preroll 5pk 2.5g,2025-04-25 10:12:10,PO-0001580,10
Daily Dose - High C Syringe 1g,2025-02-07 9:25:14,PO-0001300,2
Stiiizy - Skywalker 40's Mini Infused Preroll 5pk,2025-03-12 10:08:33,PO-0001420,500
Stiiizy - Skywalker 40's Mini Infused Preroll 5pk,2025-04-16 12:41:28,PO-0001550,400
Daily Dose - High C Syringe 1g,2025-03-10 16:03:57,PO-0001411,20
Jeeter - Sour Tsunami Infused XL Preroll 2g,2025-04-25 9:03:42,PO-0001578,150
Daily Dose - High C Syringe 1g,2025-02-07 9:25:35,PO-0001301,3
Daily Dose - High C Syringe 1g,2025-02-07 9:25:35,PO-0001301,2
Stiiizy - Strawnana 40's Mini Infused Preroll 5pk 2.5g,2025-02-14 9:04:49,PO-0001337,350
Stiiizy - Strawnana 40's Mini Infused Preroll 5pk 2.5g,2025-04-25 10:12:10,PO-0001580,210
Stiiizy - Strawnana 40's Mini Infused Preroll 5pk 2.5g,2025-03-12 10:08:33,PO-0001420,300
Daily Dose - High C Syringe 1g,2025-02-07 9:28:38,PO-0001303,5
Daily Dose - High C Syringe 1g,2025-03-25 9:10:44,PO-0001465,10
Daily Dose - High C Syringe 1g,2025-02-07 9:25:35,PO-0001301,1
Yummi Karma - Lights Out Tincture 1000mg,2025-04-21 13:52:28,PO-0001561,24
Rove - Northern Lights RTU Live Resin Diamond Vaporizer,2025-03-29 12:17:24,PO-0001481,70
Presidential - XXX Moxie Blunt 1.5g,2025-03-19 12:45:59,PO-0001445,320
Rove - Northern Lights RTU Live Resin Diamond Vaporizer,2025-03-19 14:01:16,PO-0001446,40
Rove - Northern Lights RTU Live Resin Diamond Vaporizer,2025-01-07 11:57:39,PO-0001199,70
Rove - Northern Lights RTU Live Resin Diamond Vaporizer,2025-02-11 12:17:32,PO-0001325,150
Dr. Norm's - Chocolate Chip Cookies 1:1 CBD 10pk 100mg,2025-02-26 11:59:02,PO-0001375,72
Dr. Norm's - Chocolate Chip Cookies 1:1 CBD 10pk 100mg,2025-01-07 13:47:06,PO-0001200,36
Dr. Norm's - Chocolate Chip Cookies 1:1 CBD 10pk 100mg,2025-03-17 11:15:43,PO-0001431,60
Dr. Norm's - Chocolate Chip Cookies 1:1 CBD 10pk 100mg,2025-03-27 12:46:35,PO-0001476,60
Dr. Norm's - Chocolate Chip Cookies 1:1 CBD 10pk 100mg,2025-02-05 10:27:13,PO-0001289,156
Kush Queen - Relax 1:1 Bath Bomb 50mg,2025-01-20 15:12:11,PO-0001241,12
St. Ides - Wild Raspberry High Tea 100mg,2025-01-20 14:59:55,PO-0001239,1368
St. Ides - Wild Raspberry High Tea 100mg,2025-01-06 9:59:21,PO-0001190,432
St. Ides - Wild Raspberry High Tea 100mg,2025-03-25 12:29:28,PO-0001467,1368
St. Ides - Wild Raspberry High Tea 100mg,2025-03-18 11:46:50,PO-0001435,408
St. Ides - Wild Raspberry High Tea 100mg,2025-04-09 16:51:24,PO-0001530,744
St. Ides - Wild Raspberry High Tea 100mg,2025-02-20 16:23:48,PO-0001362,696
Vuze - Sample - Gelato 41 Live Resin Vape 1g,2025-03-31 16:17:12,PO-0001489,5
St. Ides - Wild Raspberry High Tea 100mg,2025-01-16 14:34:27,PO-0001227,648
St. Ides - Wild Raspberry High Tea 100mg,2025-03-31 13:28:37,PO-0001483,572
St. Ides - Wild Raspberry High Tea 100mg,2025-02-27 15:01:01,PO-0001382,144
St. Ides - Wild Raspberry High Tea 100mg,2025-02-06 15:50:07,PO-0001293,1152
St. Ides - Wild Raspberry High Tea 100mg,2025-03-10 10:46:40,PO-0001404,1368
Stiiizy - Black - White Cherry Gelato 3.5g,2025-02-14 9:04:49,PO-0001337,900
Pretty Dope - Guava Goddess Disposable 1g,2025-03-03 15:05:57,PO-0001388,260
Pretty Dope - Guava Goddess Disposable 1g,2025-04-14 9:23:53,PO-0001542,60
Pretty Dope - Guava Goddess Disposable 1g,2025-04-21 13:52:28,PO-0001561,100
Pretty Dope - Guava Goddess Disposable 1g,2025-03-25 9:10:44,PO-0001465,160
Dunzo - Cherry Gelato Preroll 1g,2025-04-12 9:15:43,PO-0001539,9617
Jeeter - Lychee Baby Infused Preroll 5pk 2.5g,2025-03-25 14:28:17,PO-0001469,1500
Kurvana - Blueberry Gelato ASCND 1g,2025-03-19 11:50:26,PO-0001444,100
Kurvana - Blueberry Gelato ASCND 1g,2025-02-04 13:20:37,PO-0001286,110
St. Ides - High Punch Drink High Tea 100mg,2025-02-20 16:23:48,PO-0001362,624
Kurvana - Cosmic Glue ASCND 1g,2025-02-04 13:20:37,PO-0001286,100
Lime - Sample - Indica Preroll 1g,2025-01-09 13:06:30,PO-0001206,10
Lime - Sample - Indica Preroll 1g,2025-03-03 9:46:34,PO-0001386,10
Lime - Sample - Indica Preroll 1g,2025-04-10 15:44:32,PO-0001534,10
Lime - Sample - Indica Preroll 1g,2025-01-20 14:22:21,PO-0001236,10
Lime - Sample - Indica Preroll 1g,2025-02-14 11:24:17,PO-0001339,10
Lime - Sample - Indica Preroll 1g,2025-03-18 12:16:37,PO-0001436,10
Lime - Sample - Indica Preroll 1g,2025-04-25 12:20:27,PO-0001582,10
Kush Queen - Relax 1:1 Bath Bomb 50mg,2025-02-10 16:48:59,PO-0001324,60
Jeeter - Berry White Infused Preroll 1g,2025-01-27 8:46:15,PO-0001253,400
Jeeter - Berry White Infused Preroll 1g,2025-02-13 8:35:19,PO-0001329,300
Kush Queen - Relax 1:1 Bath Bomb 50mg,2025-01-14 8:37:03,PO-0001213,24
Kush Queen - Relax 1:1 Bath Bomb 50mg,2025-02-24 14:52:47,PO-0001368,12
Stiiizy - White - Ice Cream Mintz 3.5g,2025-01-16 12:02:55,PO-0001226,900
Presidential - XXX Moxie Blunt 1.5g,2025-02-05 15:25:07,PO-0001290,160
Stiiizy - Rainbow Cake Live Resin Diamonds 1g,2025-01-31 10:54:33,PO-0001275,300
Stiiizy - Rainbow Cake Live Resin Diamonds 1g,2025-02-25 14:31:57,PO-0001373,200
Kurvana - Cosmic Glue ASCND 1g,2025-04-14 10:08:52,PO-0001543,300
Pretty Dope - Pineapple Whip Disposable 1g,2025-03-03 15:05:57,PO-0001388,260
Pretty Dope - Pineapple Whip Disposable 1g,2025-04-14 9:23:53,PO-0001542,40
Kurvana - Tangie Dream ASCND 1g,2025-03-19 11:50:26,PO-0001444,120
Kurvana - Tangie Dream ASCND 1g,2025-03-27 9:57:03,PO-0001475,35
Kurvana - Tangie Dream ASCND 1g,2025-03-27 9:57:03,PO-0001475,5
Stiiizy - Pineapple Express Pod .5g,2025-01-22 10:20:28,PO-0001245,60
Jeeter - Kiwi Kush Infused Preroll 1g,2025-02-28 14:53:10,PO-0001385,300
Jeeter - Kiwi Kush Infused Preroll 1g,2025-01-15 12:35:02,PO-0001223,400
Side Hustle - 510 White Battery,2025-03-10 17:13:49,PO-0001412,210
Stiiizy - Presidential OG Live Rosin Badder 1g,2025-02-14 9:04:49,PO-0001337,200
Side Hustle - 510 White Battery,2025-03-25 10:18:46,PO-0001466,400
Astronauts - Space Mamba 3.5g,2025-02-19 13:40:17,PO-0001357,1792
Presidential - Blue Raspberry Preroll 1g,2025-03-31 14:14:54,PO-0001484,600
Presidential - Blue Raspberry Preroll 1g,2025-01-29 9:59:00,PO-0001266,630
Presidential - Blue Raspberry Preroll 1g,2025-03-19 12:45:59,PO-0001445,130
Presidential - Blue Raspberry Preroll 1g,2025-02-26 15:57:18,PO-0001378,120
Stiiizy - Blue Burst Pod .5g,2025-01-31 10:54:33,PO-0001275,200
Side Hustle - Watermelon Z Vape Disposable 1g,2025-01-14 8:37:03,PO-0001213,160
Side Hustle - Watermelon Z Vape Disposable 1g,2025-03-31 15:17:06,PO-0001486,200
Side Hustle - Watermelon Z Vape Disposable 1g,2025-01-20 15:12:11,PO-0001241,80
Side Hustle - Watermelon Z Vape Disposable 1g,2025-01-27 12:12:29,PO-0001255,270
Side Hustle - Watermelon Z Vape Disposable 1g,2025-02-10 16:48:59,PO-0001324,70
Side Hustle - Watermelon Z Vape Disposable 1g,2025-03-17 13:29:29,PO-0001434,360
Side Hustle - Watermelon Z Vape Disposable 1g,2025-01-06 11:25:07,PO-0001191,140
Side Hustle - Watermelon Z Vape Disposable 1g,2025-03-25 9:10:44,PO-0001465,260
Side Hustle - Watermelon Z Vape Disposable 1g,2025-02-17 12:17:17,PO-0001343,40
Side Hustle - Razzmatazz Shake 28g,2025-02-04 14:57:12,PO-0001287,250
Stiiizy - Blue Burst Pod .5g,2025-02-25 14:31:57,PO-0001373,130
Stiiizy - Blue Burst Pod .5g,2025-03-21 13:40:13,PO-0001455,100
Stiiizy - Blue Burst Pod .5g,2025-01-22 10:20:28,PO-0001245,20
PTO - Lemon Cherry Sherbet 3.5g,2025-03-03 11:28:00,PO-0001387,606
Yummi Karma - Strawberry Lemonade Tincture 1000mg,2025-03-17 13:29:29,PO-0001434,48
Yummi Karma - Strawberry Lemonade Tincture 1000mg,2025-01-20 15:21:33,PO-0001240,72
Yummi Karma - Strawberry Lemonade Tincture 1000mg,2025-03-03 15:05:57,PO-0001388,24
Yummi Karma - Strawberry Lemonade Tincture 1000mg,2025-03-31 15:17:06,PO-0001486,24
Stiiizy - Blue Burst Pod .5g,2025-04-01 15:45:38,PO-0001494,200
Vet CBD - Extra Strength Tincture 250:25mg 2oz,2025-02-04 13:09:46,PO-0001284,20
Vet CBD - Extra Strength Tincture 250:25mg 2oz,2025-03-31 12:20:14,PO-0001482,30
Vet CBD - Extra Strength Tincture 250:25mg 2oz,2025-01-06 9:44:29,PO-0001189,10
Vet CBD - Extra Strength Tincture 250:25mg 2oz,2025-02-24 16:17:32,PO-0001369,10
Jeeter - Apple Fritter Infused Preroll 1g,2025-04-25 9:03:42,PO-0001578,200
West Coast Cure - Roll's Choice Preroll 1g,2025-01-22 16:54:58,PO-0001249,20
West Coast Cure - Roll's Choice Preroll 1g,2025-03-11 10:23:17,PO-0001415,530
Stiiizy - Blue Dream Pod .5g,2025-02-25 14:31:57,PO-0001373,135
Stiiizy - Blue Dream Pod .5g,2025-04-25 10:12:10,PO-0001580,100
Stiiizy - Super Lemon Haze Pod 1g,2025-01-16 12:02:55,PO-0001226,180
West Coast Cure - Blackberry Kush Jefferey Infused Preroll 5pk 3.25g,2025-03-26 18:08:08,PO-0001474,400
Black Label - Zanimals 3.5g,2025-04-12 9:15:43,PO-0001539,501
Stiiizy - Super Lemon Haze Pod 1g,2025-04-01 15:45:38,PO-0001494,100
Stiiizy - Super Lemon Haze Pod 1g,2025-01-22 10:20:28,PO-0001245,120
Stiiizy - Super Lemon Haze Pod 1g,2025-03-12 10:08:33,PO-0001420,400
Plug Play - Sample - DNA Island Sweet Skunk 1g,2025-04-06 11:30:06,PO-0001518,20
Turn - Gone Bananas Turn Up Disposable 1g,2025-03-13 14:26:51,PO-0001428,1300
Turn - Gone Bananas Turn Up Disposable 1g,2025-03-26 11:19:37,PO-0001472,30
Turn - Gone Bananas Turn Up Disposable 1g,2025-03-26 11:19:37,PO-0001472,790
High Gorgeous - Ice Goddess Cooling Roll On 1:1 THC:CBD 750mg,2025-04-21 13:52:28,PO-0001561,16
High Gorgeous - Ice Goddess Cooling Roll On 1:1 THC:CBD 750mg,2025-03-17 13:29:29,PO-0001434,160
High Gorgeous - Ice Goddess Cooling Roll On 1:1 THC:CBD 750mg,2025-04-14 9:23:53,PO-0001542,64
Side Hustle - 510 White Battery,2025-01-27 17:03:44,PO-0001259,200
Side Hustle - 510 White Battery,2025-01-06 12:51:40,PO-0001193,60
Side Hustle - 510 White Battery,2025-02-17 16:35:47,PO-0001346,250
West Coast Cure - Birthday Cake Vape 1g,2025-03-06 13:07:28,PO-0001401,330
St. Ides - Lemonade High Tea 100mg,2025-03-25 12:29:28,PO-0001467,1032
3 in. Hand Pipe,2025-04-06 14:53:28,PO-0001520,300
Lime - Fruit Punch Live Resin Syrup 1000mg,2025-04-03 12:31:55,PO-0001505,60
Lime - Fruit Punch Live Resin Syrup 1000mg,2025-01-30 11:51:05,PO-0001271,70
West Coast Cure - Cereal Milk Jefferey Infused Preroll 5pk 3.25g,2025-02-12 10:20:00,PO-0001326,90
St. Ides - Lemonade High Tea 100mg,2025-04-09 16:51:24,PO-0001530,96
Presidential - XXX Moxie Blunt 1.5g,2025-02-14 13:42:57,PO-0001340,450
West Coast Cure - Cereal Milk Jefferey Infused Preroll 5pk 3.25g,2025-03-26 18:08:08,PO-0001474,150
West Coast Cure - Cereal Milk Jefferey Infused Preroll 5pk 3.25g,2025-02-26 13:22:49,PO-0001377,140
West Coast Cure - Cereal Milk Jefferey Infused Preroll 5pk 3.25g,2025-03-11 10:23:17,PO-0001415,280
West Coast Cure - Cereal Milk Jefferey Infused Preroll 5pk 3.25g,2025-04-18 9:09:08,PO-0001557,80
Presidential - XXX Moxie Blunt 1.5g,2025-03-31 14:14:54,PO-0001484,600
Stiiizy - Super Lemon Haze Pod 1g,2025-02-25 14:31:57,PO-0001373,100
CBN Sleep Chocolate (Dark Chocolate with Pomegranate),2025-01-10 13:56:58,PO-0001210,24
Stiiizy - Super Lemon Haze Pod 1g,2025-04-25 10:12:10,PO-0001580,200
Presidential - Pineapple Blunt 1.5g,2025-04-16 9:22:31,PO-0001547,50
Stiiizy - Super Lemon Haze Pod 1g,2025-03-21 13:40:13,PO-0001455,100
Jeeter - Lychee Infused Preroll 1g,2025-02-07 12:35:02,PO-0001315,200
Pretty Dope - Pineapple Whip Disposable 1g,2025-04-14 11:46:55,PO-0001544,60
Pretty Dope - Pineapple Whip Disposable 1g,2025-03-25 9:10:44,PO-0001465,200
Pretty Dope - Pineapple Whip Disposable 1g,2025-04-21 13:52:28,PO-0001561,40
St. Ides - High Punch Drink High Tea 100mg,2025-01-16 14:34:27,PO-0001227,144
Stiiizy - Super Lemon Haze Pod 1g,2025-02-14 9:04:49,PO-0001337,50
St. Ides - Lemonade High Tea 100mg,2025-04-23 10:06:13,PO-0001568,216
Stiiizy - Super Lemon Haze Pod 1g,2025-02-25 14:31:57,PO-0001373,320
West Coast Cure - Cereal Milk Jefferey Infused Preroll 1.2g,2025-03-26 18:08:08,PO-0001474,150
St. Ides - Lemonade High Tea 100mg,2025-03-10 10:46:40,PO-0001404,528
West Coast Cure - Cereal Milk Jefferey Infused Preroll 1.2g,2025-01-28 9:16:58,PO-0001262,20
West Coast Cure - Cereal Milk Jefferey Infused Preroll 1.2g,2025-03-11 10:23:17,PO-0001415,340
St. Ides - Lemonade High Tea 100mg,2025-02-27 15:01:01,PO-0001382,144
West Coast Cure - Cereal Milk Jefferey Infused Preroll 1.2g,2025-02-12 10:20:00,PO-0001326,240
St. Ides - Lemonade High Tea 100mg,2025-02-06 15:50:07,PO-0001293,576
St. Ides - Lemonade High Tea 100mg,2025-02-20 16:23:48,PO-0001362,720
Yummi Karma - Lights Out Tincture 1000mg,2025-02-17 12:17:17,PO-0001343,96
Yummi Karma - Lights Out Tincture 1000mg,2025-04-14 11:46:55,PO-0001544,24
Yummi Karma - Lights Out Tincture 1000mg,2025-03-25 9:10:44,PO-0001465,168
Yummi Karma - Lights Out Tincture 1000mg,2025-02-24 14:52:47,PO-0001368,144
St. Ides - Lemonade High Tea 100mg,2025-01-16 14:34:27,PO-0001227,288
St. Ides - Lemonade High Tea 100mg,2025-01-20 14:59:55,PO-0001239,768
Yummi Karma - Lights Out Tincture 1000mg,2025-03-03 15:05:57,PO-0001388,120
West Coast Cure - Cereal Milk Jefferey Infused Preroll 1.2g,2025-02-04 15:52:41,PO-0001288,100
St. Ides - Lemonade High Tea 100mg,2025-01-06 9:59:21,PO-0001190,528
Yummi Karma - Lights Out Tincture 1000mg,2025-02-03 15:26:22,PO-0001283,120
Yummi Karma - Lights Out Tincture 1000mg,2025-03-10 16:03:57,PO-0001411,48
Yummi Karma - Lights Out Tincture 1000mg,2025-01-20 15:21:33,PO-0001240,168
West Coast Cure - Cereal Milk Jefferey Infused Preroll 1.2g,2025-02-26 13:22:49,PO-0001377,360
West Coast Cure - Cereal Milk Jefferey Infused Preroll 1.2g,2025-02-18 11:30:36,PO-0001352,30
West Coast Cure - Cereal Milk Jefferey Infused Preroll 1.2g,2025-01-22 16:54:58,PO-0001249,20
Sip Elixirs - Hurricane Party 100mg,2025-02-10 15:51:03,PO-0001322,256
St. Ides - High Punch Drink High Tea 100mg,2025-03-18 11:46:50,PO-0001435,144
St. Ides - High Punch Drink High Tea 100mg,2025-03-10 10:46:40,PO-0001404,768
St. Ides - High Punch Drink High Tea 100mg,2025-01-06 9:59:21,PO-0001190,408
WVY - Tropicanna Cookies Budder 1g,2025-02-05 16:13:23,PO-0001291,300
St. Ides - High Punch Drink High Tea 100mg,2025-04-09 16:51:24,PO-0001530,360
West Coast Cure - Trop Cherries  Premium Bag 3.5g,2025-01-22 16:54:58,PO-0001249,304
St. Ides - High Punch Drink High Tea 100mg,2025-03-25 12:29:28,PO-0001467,1752
Kush Queen - Relax 1:1 Bath Bomb 50mg,2025-01-06 11:25:07,PO-0001191,84
Kush Queen - Relax 1:1 Bath Bomb 50mg,2025-03-10 16:03:57,PO-0001411,50
Stiiizy - Purple Haze Curated Live Resin Sauce 1g,2025-02-25 14:31:57,PO-0001373,250
Stiiizy - Purple Haze Curated Live Resin Sauce 1g,2025-03-12 10:08:33,PO-0001420,400
Lime - Sample - Gushers Infused Pre Roll 1.75g,2025-02-14 11:24:17,PO-0001339,10
Lime - Sample - Gushers Infused Pre Roll 1.75g,2025-03-18 12:24:00,PO-0001437,10
Lime - Sample - Gushers Infused Pre Roll 1.75g,2025-01-23 14:27:09,PO-0001251,10
Lime - Sample - Gushers Infused Pre Roll 1.75g,2025-03-03 9:46:34,PO-0001386,8
Lime - Sample - Gushers Infused Pre Roll 1.75g,2025-04-10 15:44:32,PO-0001534,10
Stiiizy - White - Biscotti Mintz - 3.5g,2025-02-19 11:16:01,PO-0001354,380
Stiiizy - Black - Black Cherry Gelato 3.5g,2025-04-01 15:45:38,PO-0001494,500
St. Ides - High Punch Drink High Tea 100mg,2025-02-06 15:50:07,PO-0001293,480
Almora - Chem Dawg 3.5g,2025-03-28 15:31:04,PO-0001479,512
Almora - Chem Dawg 3.5g,2025-03-12 13:22:45,PO-0001422,128
St. Ides - High Punch Drink High Tea 100mg,2025-01-20 14:59:55,PO-0001239,936
Almora - Chem Dawg 3.5g,2025-03-05 14:15:59,PO-0001398,256
Wyld - Strawberry 20:1 CBD:THC Gummies 210mg,2025-03-20 14:21:59,PO-0001450,200
Wyld - Strawberry 20:1 CBD:THC Gummies 210mg,2025-03-28 10:15:19,PO-0001478,120
Wyld - Strawberry 20:1 CBD:THC Gummies 210mg,2025-03-12 13:55:09,PO-0001423,120
Wyld - Strawberry 20:1 CBD:THC Gummies 210mg,2025-04-21 9:15:51,PO-0001560,80
Wyld - Strawberry 20:1 CBD:THC Gummies 210mg,2025-01-17 13:24:23,PO-0001233,520
Wyld - Strawberry 20:1 CBD:THC Gummies 210mg,2025-02-28 10:16:30,PO-0001384,220
Wyld - Strawberry 20:1 CBD:THC Gummies 210mg,2025-01-13 9:36:35,PO-0001211,80
High Five - Lemon Cherry Gelato 5g,2025-04-12 9:15:43,PO-0001539,511
High Five - Lemon Cherry Gelato 5g,2025-02-24 14:14:30,PO-0001367,252
Pretty Dope - Kiwi Kiss Live Resin Vape 1g,2025-03-03 15:05:57,PO-0001388,40
Pretty Dope - Kiwi Kiss Live Resin Vape 1g,2025-01-20 15:12:11,PO-0001241,40
Pretty Dope - Kiwi Kiss Live Resin Vape 1g,2025-03-17 13:29:29,PO-0001434,40
Pretty Dope - Kiwi Kiss Live Resin Vape 1g,2025-02-24 14:52:47,PO-0001368,40
Made - Blue Gushers 3.5g,2025-04-02 11:20:57,PO-0001496,384
Pretty Dope - Kiwi Kiss Live Resin Vape 1g,2025-04-14 11:46:55,PO-0001544,40
Pretty Dope - Kiwi Kiss Live Resin Vape 1g,2025-03-31 15:17:06,PO-0001486,100
Pretty Dope - Kiwi Kiss Live Resin Vape 1g,2025-03-25 9:10:44,PO-0001465,40
Pretty Dope - Kiwi Kiss Live Resin Vape 1g,2025-02-10 16:48:59,PO-0001324,90
Pretty Dope - Kiwi Kiss Live Resin Vape 1g,2025-04-21 13:52:28,PO-0001561,40
Pretty Dope - Kiwi Kiss Live Resin Vape 1g,2025-04-14 9:23:53,PO-0001542,30
Camino - Sparkling Pear Gummies 3:1 CBD 40mg,2025-03-03 16:12:15,PO-0001390,80
Camino - Sparkling Pear Gummies 3:1 CBD 40mg,2025-03-24 14:20:00,PO-0001461,620
Crave - Rainbow Crunch Chocolate 100mg,2025-01-27 12:12:29,PO-0001255,90
Crave - Rainbow Crunch Chocolate 100mg,2025-02-04 14:57:12,PO-0001287,50
Camino - Sparkling Pear Gummies 3:1 CBD 40mg,2025-03-18 15:10:43,PO-0001442,120
Yummi Karma - Sample - Mint Chocolate Chip 30:1 Tincture,2025-04-11 12:02:59,PO-0001538,23
Camino - Sparkling Pear Gummies 3:1 CBD 40mg,2025-02-24 13:53:57,PO-0001366,80
Yummi Karma - Sample - Mint Chocolate Chip 30:1 Tincture,2025-04-11 12:02:59,PO-0001538,1
CES - Fruit Punch #4 Budder 1g,2025-03-14 10:14:34,PO-0001430,100
Camino - Sparkling Pear Gummies 3:1 CBD 40mg,2025-03-13 11:28:06,PO-0001426,220
Yummi Karma - Sample - Mint Chocolate Chip 30:1 Tincture,2025-04-11 11:54:35,PO-0001537,1
Yummi Karma - Sample - Mint Chocolate Chip 30:1 Tincture,2025-04-11 11:54:35,PO-0001537,24
Turn - Watermelon Sugar High Turn Down Disposable 1g,2025-03-13 14:26:51,PO-0001428,780
Turn - Watermelon Sugar High Turn Down Disposable 1g,2025-02-24 16:23:17,PO-0001370,650
Vuze - Carbon Fiber Live Resin Vape 1g,2025-03-11 12:39:41,PO-0001418,70
Flavorade - Orange Zerealz Vape 1g,2025-03-31 16:43:52,PO-0001490,300
Turn - Watermelon Sugar High Turn Down Disposable 1g,2025-02-10 15:37:13,PO-0001321,480
Sherbinskis - SF-Z Live Resin Vape 1g,2025-02-04 13:12:53,PO-0001285,200
Good Tide - Passion Fruit Gummies 1:1:1 THC:CBD:CBN,2025-02-21 10:39:30,PO-0001364,400
Sherbinskis - SF-Z Live Resin Vape 1g,2025-03-05 12:22:05,PO-0001397,200
Good Tide - Passion Fruit Gummies 1:1:1 THC:CBD:CBN,2025-03-28 10:15:19,PO-0001478,400
Stiiizy - Pro Green Battery,2025-04-25 11:56:20,PO-0001581,100
Dope St. Exotics - Garlic Oil 14g,2025-04-07 17:26:59,PO-0001524,310
Dunzo - Strawberry Guava Preroll 1g,2025-04-12 9:15:43,PO-0001539,8608
Stiiizy - Purple Zlushie Liquid Diamond Pod 1g,2025-02-14 9:04:49,PO-0001337,30
West Coast Cure - Sample - Pink Yum Yum Live Resin Disposable 1g,2025-04-08 7:52:56,PO-0001525,17
Kurvana - Cherry Truffle ASCND 1g,2025-04-14 10:08:52,PO-0001543,300
Kurvana - Cherry Truffle ASCND 1g,2025-01-16 12:52:26,PO-0001225,10
Fog City Farms - Sample - Coastal Runtz 3.5g,2025-04-05 11:51:48,PO-0001510,20
Jeeter - Island Papaya Infused Baby Preroll 5pk,2025-03-25 14:28:17,PO-0001469,1225
West Coast Cure - Lemon Burst Vape 1g,2025-02-26 13:22:49,PO-0001377,250
Vet CBD - Regular Strength Tincture 125:6.25mg 1oz,2025-03-31 12:20:14,PO-0001482,50
Stiiizy - White - Biscotti 3.5g,2025-02-19 11:16:01,PO-0001354,800
Stiiizy - White - Biscotti 3.5g,2025-01-16 12:02:55,PO-0001226,900
Side Hustle - Guava Gelato Shake 28g,2025-03-25 9:10:44,PO-0001465,467
Stiiizy - Blue Dream 40's Mini Infused Blunts 5pk 2.5g,2025-04-01 15:45:38,PO-0001494,130
Stiiizy - Blue Dream 40's Mini Infused Blunts 5pk 2.5g,2025-03-12 10:08:33,PO-0001420,600
Stiiizy - Blue Dream 40's Mini Infused Blunts 5pk 2.5g,2025-02-25 14:31:57,PO-0001373,50
West Coast Cure - Lemon Burst Vape 1g,2025-03-06 13:07:28,PO-0001401,50
Stiiizy - Blue Dream 40's Mini Infused Blunts 5pk 2.5g,2025-02-25 14:31:57,PO-0001373,150
Camino - Strawberry Sunset Sours Gummies 100mg,2025-03-13 11:28:06,PO-0001426,240
Stiiizy - Purple Haze Curated Live Resin Sauce 1g,2025-04-01 15:45:38,PO-0001494,600
Stiiizy - Blue Dream 40's Mini Infused Blunts 5pk 2.5g,2025-04-16 12:41:28,PO-0001550,230
Stiiizy - Blue Dream 40's Mini Infused Blunts 5pk 2.5g,2025-01-22 10:20:28,PO-0001245,270
Camino - Strawberry Sunset Sours Gummies 100mg,2025-04-22 15:42:11,PO-0001566,80
Camino - Strawberry Sunset Sours Gummies 100mg,2025-02-03 11:06:47,PO-0001280,140
Limited Edition - Refillable Water Bottle,2025-03-21 15:44:54,PO-0001458,3000
Stiiizy - Purple Haze Curated Live Resin Sauce 1g,2025-01-22 10:20:28,PO-0001245,370
Sherbinskis - Tangie Sherbert Live Resin Vape 1g,2025-04-22 9:41:44,PO-0001564,250
Sherbinskis - Tangie Sherbert Live Resin Vape 1g,2025-04-09 16:14:55,PO-0001529,130
Sherbinskis - Tangie Sherbert Live Resin Vape 1g,2025-03-19 17:46:44,PO-0001448,100
Sherbinskis - Tangie Sherbert Live Resin Vape 1g,2025-03-28 16:56:41,PO-0001480,250
Lime - Sample - Watermelon Live Resin Syrup 1000mg,2025-01-30 11:51:05,PO-0001271,10
Stiiizy - Purple Haze Curated Live Resin Sauce 1g,2025-02-14 9:04:49,PO-0001337,400
Lime - Sample - Watermelon Live Resin Syrup 1000mg,2025-04-03 12:48:19,PO-0001506,10
Lime - Sample - Watermelon Live Resin Syrup 1000mg,2025-01-09 13:06:30,PO-0001206,10
Lime - Sample - Watermelon Live Resin Syrup 1000mg,2025-03-18 12:16:37,PO-0001436,10
Uncle Arnie's - Sweet Peach Iced Tea 100mg,2025-03-03 16:22:11,PO-0001391,168
Uncle Arnie's - Sweet Peach Iced Tea 100mg,2025-02-13 13:24:53,PO-0001335,48
Camino - Strawberry Sunset Sours Gummies 100mg,2025-02-13 13:24:04,PO-0001334,200
Uncle Arnie's - Sweet Peach Iced Tea 100mg,2025-04-22 16:47:13,PO-0001567,72
Uncle Arnie's - Sweet Peach Iced Tea 100mg,2025-03-18 15:19:39,PO-0001443,72
West Coast Cure - Blueberry Kush Vape 1g,2025-04-07 14:37:28,PO-0001523,200
Block Party - Rainbow Sherbet 28g,2025-01-15 12:38:50,PO-0001222,640
Camino - Strawberry Sunset Sours Gummies 100mg,2025-03-18 15:10:43,PO-0001442,60
